cap-shape,cap-size,cap-surface,cap-color,bruises?,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,spore-hue,population,habitat,cals,fat,carbs,protein,label
convex,large,scaly,pink,bruises,musty,free,close,broad,red,tapering,rooted,silky,smooth,brown,red,universal,yellow,none,pendant,white,white,several,woods,high,high,low,high,2
flat,small,fibrous,green,no,fishy,free,distant,narrow,pink,tapering,missing,smooth,smooth,red,white,partial,brown,two,pendant,chocolate,purple,scattered,urban,low,medium,high,low,2
knobbed,large,fibrous,buff,no,foul,attached,crowded,broad,red,enlarging,rooted,fibrous,scaly,yellow,red,partial,orange,one,zone,yellow,green,numerous,woods,medium,medium,medium,low,2
flat,small,smooth,buff,no,none,notched,crowded,broad,gray,tapering,missing,smooth,silky,yellow,orange,partial,orange,one,large,white,white,abundant,waste,medium,medium,high,medium,3
knobbed,medium,smooth,purple,no,musty,attached,crowded,broad,white,tapering,rooted,smooth,scaly,pink,gray,partial,white,none,large,green,pink,numerous,paths,low,medium,low,medium,0
flat,medium,smooth,buff,no,fishy,attached,distant,broad,pink,tapering,rooted,silky,silky,pink,cinnamon,partial,orange,two,zone,orange,cinnamon,numerous,waste,high,high,medium,low,0
bell,small,smooth,white,bruises,anise,descending,distant,narrow,pink,enlarging,bulbous,smooth,fibrous,yellow,brown,universal,yellow,two,zone,buff,buff,abundant,grasses,high,low,medium,medium,0
flat,large,fibrous,buff,bruises,spicy,free,distant,broad,chocolate,tapering,rhizomorphs,scaly,fibrous,buff,orange,partial,brown,one,none,purple,pink,clustered,meadows,medium,low,low,high,1
flat,small,smooth,green,bruises,fishy,free,crowded,broad,green,tapering,missing,fibrous,scaly,brown,orange,universal,yellow,none,sheathing,chocolate,yellow,scattered,leaves,high,high,high,medium,3
knobbed,small,grooves,gray,bruises,none,attached,distant,narrow,brown,tapering,rhizomorphs,silky,silky,brown,orange,partial,brown,none,none,green,red,solitary,paths,low,medium,high,medium,3
convex,small,scaly,gray,no,foul,free,distant,narrow,orange,tapering,missing,smooth,fibrous,white,gray,universal,brown,two,none,chocolate,buff,solitary,woods,low,medium,low,medium,3
flat,small,grooves,yellow,bruises,anise,attached,crowded,broad,green,enlarging,club,silky,silky,cinnamon,pink,universal,white,two,none,brown,brown,abundant,paths,low,low,medium,medium,3
conical,large,fibrous,brown,bruises,almond,descending,close,broad,black,tapering,cup,fibrous,scaly,white,cinnamon,partial,white,none,zone,white,green,abundant,grasses,low,medium,low,medium,2
flat,large,scaly,buff,no,fishy,notched,crowded,narrow,orange,tapering,club,scaly,silky,white,cinnamon,universal,yellow,none,zone,buff,cinnamon,scattered,grasses,low,low,medium,low,2
bell,medium,scaly,red,bruises,almond,notched,crowded,narrow,buff,tapering,rhizomorphs,scaly,silky,cinnamon,gray,universal,orange,none,none,white,green,several,woods,low,medium,high,medium,1
conical,small,scaly,brown,bruises,musty,notched,close,narrow,yellow,tapering,rooted,silky,smooth,pink,buff,universal,brown,one,large,purple,yellow,solitary,urban,high,medium,medium,low,0
conical,medium,grooves,pink,no,none,notched,distant,broad,brown,enlarging,missing,silky,scaly,orange,cinnamon,partial,yellow,two,sheathing,black,pink,solitary,leaves,high,low,medium,low,2
sunken,large,scaly,cinnamon,no,musty,notched,close,narrow,green,tapering,equal,silky,smooth,white,pink,universal,yellow,two,sheathing,buff,cinnamon,scattered,grasses,high,low,medium,low,0
convex,small,grooves,white,bruises,none,notched,crowded,narrow,brown,tapering,rhizomorphs,silky,scaly,white,gray,partial,white,two,none,purple,white,numerous,meadows,low,medium,high,medium,1
convex,small,fibrous,red,bruises,fishy,free,close,narrow,green,tapering,rooted,scaly,smooth,gray,yellow,universal,yellow,none,large,orange,purple,abundant,woods,low,low,low,low,2
bell,small,fibrous,white,no,pungent,attached,crowded,narrow,yellow,tapering,rhizomorphs,fibrous,smooth,orange,cinnamon,partial,brown,one,none,orange,green,abundant,waste,high,low,low,low,1
bell,small,grooves,purple,bruises,pungent,free,distant,narrow,black,enlarging,cup,scaly,smooth,buff,yellow,universal,orange,none,evanescent,purple,yellow,abundant,urban,low,medium,medium,high,0
sunken,medium,smooth,buff,no,almond,free,crowded,narrow,pink,enlarging,cup,scaly,silky,cinnamon,red,universal,orange,two,none,yellow,pink,scattered,paths,low,high,high,medium,3
flat,small,fibrous,white,no,none,descending,crowded,narrow,gray,enlarging,equal,silky,scaly,orange,buff,universal,brown,two,pendant,buff,white,abundant,waste,low,low,medium,low,0
conical,large,smooth,red,no,anise,descending,distant,narrow,yellow,enlarging,rhizomorphs,scaly,fibrous,yellow,gray,universal,brown,two,none,purple,white,abundant,woods,high,medium,low,high,1
convex,large,grooves,green,bruises,pungent,free,crowded,broad,yellow,enlarging,cup,scaly,silky,gray,red,partial,yellow,none,none,brown,green,numerous,waste,high,medium,medium,low,2
flat,large,fibrous,white,bruises,pungent,notched,crowded,narrow,gray,enlarging,rhizomorphs,smooth,fibrous,white,buff,partial,brown,none,evanescent,white,red,abundant,meadows,medium,low,low,low,0
knobbed,large,grooves,red,bruises,musty,notched,close,narrow,black,tapering,rhizomorphs,fibrous,scaly,gray,buff,universal,white,none,none,buff,green,several,grasses,medium,low,medium,low,2
convex,medium,scaly,purple,no,anise,free,distant,narrow,purple,tapering,cup,silky,fibrous,buff,brown,partial,yellow,none,flaring,white,yellow,solitary,urban,low,low,high,low,1
sunken,medium,smooth,white,bruises,none,descending,crowded,broad,yellow,tapering,cup,smooth,smooth,gray,orange,partial,white,two,sheathing,purple,buff,numerous,meadows,high,low,medium,low,3
conical,large,grooves,white,no,musty,attached,distant,broad,black,tapering,rhizomorphs,smooth,smooth,buff,pink,universal,brown,none,none,purple,white,clustered,grasses,medium,high,low,medium,1
flat,large,grooves,brown,bruises,spicy,free,distant,broad,brown,tapering,bulbous,fibrous,scaly,buff,orange,universal,orange,none,zone,chocolate,cinnamon,numerous,waste,medium,medium,medium,low,0
flat,large,scaly,gray,bruises,foul,free,distant,broad,green,tapering,missing,silky,silky,orange,brown,partial,white,one,large,white,cinnamon,scattered,grasses,medium,medium,high,high,1
bell,small,grooves,cinnamon,no,pungent,descending,crowded,narrow,orange,tapering,club,smooth,fibrous,yellow,gray,universal,white,one,none,black,buff,solitary,leaves,low,low,high,high,3
sunken,medium,smooth,gray,no,none,free,crowded,broad,brown,tapering,equal,fibrous,scaly,brown,brown,partial,brown,none,large,buff,white,solitary,paths,medium,high,low,low,3
bell,small,fibrous,white,bruises,foul,notched,distant,narrow,white,enlarging,cup,smooth,fibrous,pink,buff,partial,white,none,zone,brown,green,clustered,urban,medium,medium,low,low,0
bell,medium,fibrous,green,bruises,musty,descending,crowded,broad,orange,enlarging,rhizomorphs,scaly,silky,brown,cinnamon,universal,brown,two,pendant,white,gray,solitary,leaves,low,medium,high,high,3
knobbed,medium,scaly,pink,bruises,none,descending,crowded,broad,orange,tapering,rhizomorphs,smooth,silky,gray,pink,universal,brown,one,none,brown,pink,numerous,leaves,low,medium,high,low,1
convex,medium,smooth,purple,bruises,none,free,distant,narrow,gray,tapering,club,smooth,silky,white,buff,universal,white,two,evanescent,purple,purple,abundant,meadows,high,low,high,low,3
conical,small,fibrous,buff,no,almond,descending,crowded,broad,green,enlarging,cup,silky,smooth,buff,yellow,universal,brown,none,sheathing,brown,red,scattered,grasses,low,low,low,high,3
knobbed,small,smooth,white,bruises,anise,free,distant,narrow,white,tapering,cup,scaly,scaly,buff,yellow,universal,orange,none,evanescent,white,green,solitary,paths,high,medium,high,low,3
conical,small,grooves,brown,no,creosote,free,crowded,broad,black,enlarging,rhizomorphs,smooth,fibrous,pink,yellow,universal,brown,one,none,green,gray,clustered,paths,high,medium,low,medium,3
flat,small,smooth,yellow,no,foul,free,close,narrow,brown,enlarging,rhizomorphs,scaly,scaly,buff,white,partial,orange,one,none,yellow,purple,solitary,meadows,medium,high,low,low,1
sunken,medium,smooth,white,no,none,descending,crowded,broad,pink,tapering,rooted,scaly,fibrous,yellow,cinnamon,universal,yellow,two,pendant,brown,buff,scattered,woods,medium,low,high,low,2
bell,medium,smooth,buff,bruises,none,attached,distant,narrow,red,tapering,rhizomorphs,smooth,silky,brown,brown,universal,yellow,none,sheathing,yellow,gray,solitary,leaves,medium,high,low,medium,1
flat,small,smooth,white,no,spicy,descending,crowded,broad,white,enlarging,equal,scaly,scaly,white,pink,partial,brown,none,flaring,buff,green,clustered,waste,low,medium,high,low,0
conical,medium,grooves,white,no,musty,descending,crowded,narrow,green,enlarging,rhizomorphs,fibrous,smooth,orange,brown,partial,white,one,zone,chocolate,cinnamon,numerous,leaves,low,low,low,high,0
convex,large,grooves,yellow,bruises,foul,free,close,broad,orange,tapering,equal,smooth,scaly,pink,red,partial,orange,one,sheathing,black,cinnamon,clustered,woods,high,low,medium,high,1
bell,medium,fibrous,brown,no,pungent,free,crowded,broad,gray,enlarging,equal,silky,smooth,gray,red,partial,orange,one,flaring,purple,gray,abundant,leaves,low,high,medium,low,3
bell,small,scaly,white,no,musty,descending,close,broad,green,enlarging,club,scaly,silky,pink,white,universal,brown,none,large,yellow,yellow,abundant,leaves,low,high,low,high,0
sunken,small,fibrous,red,no,none,descending,distant,broad,buff,enlarging,rooted,silky,smooth,red,buff,universal,yellow,one,sheathing,chocolate,green,numerous,woods,medium,low,low,low,2
knobbed,medium,fibrous,gray,no,musty,attached,crowded,broad,brown,tapering,bulbous,silky,fibrous,red,white,universal,brown,one,zone,orange,pink,scattered,grasses,medium,high,medium,medium,0
sunken,large,fibrous,yellow,no,spicy,free,distant,broad,pink,tapering,bulbous,fibrous,scaly,gray,yellow,partial,brown,two,large,green,purple,several,meadows,medium,low,high,medium,1
bell,medium,scaly,pink,bruises,anise,notched,crowded,narrow,black,enlarging,bulbous,silky,scaly,pink,buff,partial,white,one,none,yellow,pink,solitary,waste,low,low,low,high,2
conical,medium,fibrous,red,no,musty,descending,close,narrow,white,enlarging,cup,fibrous,silky,buff,pink,universal,white,none,none,white,red,clustered,urban,medium,medium,low,high,3
bell,medium,scaly,green,no,none,attached,crowded,broad,brown,tapering,rhizomorphs,fibrous,scaly,white,pink,partial,orange,none,zone,chocolate,gray,abundant,waste,medium,low,low,low,2
bell,medium,scaly,buff,no,almond,notched,crowded,narrow,red,enlarging,rooted,silky,scaly,gray,cinnamon,universal,white,none,pendant,buff,pink,several,woods,medium,low,high,high,2
flat,large,grooves,yellow,no,pungent,free,crowded,broad,white,enlarging,equal,scaly,silky,cinnamon,yellow,universal,brown,two,flaring,white,green,scattered,grasses,high,high,high,high,2
knobbed,large,smooth,gray,bruises,foul,descending,distant,broad,gray,enlarging,rooted,silky,scaly,orange,gray,partial,orange,none,zone,black,red,scattered,leaves,low,low,low,low,3
knobbed,large,scaly,gray,bruises,musty,descending,crowded,narrow,green,enlarging,equal,fibrous,scaly,cinnamon,orange,partial,white,none,sheathing,chocolate,yellow,numerous,paths,medium,medium,medium,medium,0
convex,large,fibrous,white,bruises,spicy,attached,close,broad,pink,enlarging,club,smooth,scaly,pink,pink,universal,orange,one,flaring,green,cinnamon,clustered,paths,medium,low,high,high,0
conical,small,scaly,white,bruises,creosote,free,close,broad,green,tapering,missing,scaly,scaly,pink,orange,partial,yellow,two,large,white,buff,numerous,meadows,high,medium,high,high,1
convex,small,fibrous,red,no,creosote,free,crowded,narrow,gray,enlarging,rooted,silky,scaly,cinnamon,cinnamon,partial,brown,one,zone,brown,gray,abundant,woods,high,high,medium,high,2
conical,small,grooves,white,no,creosote,attached,crowded,narrow,brown,enlarging,equal,smooth,scaly,yellow,buff,universal,white,none,none,chocolate,red,clustered,leaves,high,medium,high,high,0
knobbed,large,grooves,white,bruises,anise,attached,crowded,narrow,brown,enlarging,club,fibrous,silky,orange,red,partial,white,two,none,chocolate,cinnamon,clustered,leaves,low,high,high,low,0
convex,small,smooth,yellow,bruises,almond,free,crowded,broad,pink,tapering,missing,silky,scaly,orange,white,universal,yellow,none,flaring,buff,purple,scattered,meadows,high,high,low,low,3
sunken,large,smooth,red,bruises,foul,notched,close,broad,gray,enlarging,rhizomorphs,smooth,fibrous,gray,brown,universal,brown,two,none,purple,buff,clustered,waste,low,high,low,high,1
flat,small,fibrous,white,bruises,foul,attached,close,narrow,yellow,enlarging,bulbous,silky,smooth,yellow,brown,partial,orange,one,zone,chocolate,white,numerous,waste,low,high,medium,low,0
convex,small,fibrous,red,bruises,anise,free,close,broad,black,enlarging,bulbous,silky,scaly,yellow,white,partial,orange,one,evanescent,buff,cinnamon,several,meadows,high,medium,medium,medium,1
convex,medium,fibrous,purple,no,pungent,descending,distant,broad,red,enlarging,club,fibrous,smooth,cinnamon,orange,partial,white,one,none,yellow,gray,several,woods,low,medium,low,high,2
bell,large,smooth,brown,bruises,none,attached,close,broad,chocolate,tapering,missing,scaly,smooth,cinnamon,gray,universal,yellow,two,zone,orange,cinnamon,clustered,woods,high,medium,medium,high,3
bell,medium,fibrous,white,no,fishy,free,distant,narrow,gray,tapering,equal,fibrous,fibrous,cinnamon,white,universal,orange,none,none,yellow,brown,scattered,meadows,medium,low,low,medium,3
flat,small,scaly,brown,bruises,fishy,notched,crowded,narrow,black,enlarging,rhizomorphs,smooth,smooth,brown,cinnamon,partial,yellow,two,none,yellow,red,abundant,paths,low,high,low,low,1
knobbed,medium,grooves,white,bruises,spicy,free,close,broad,chocolate,enlarging,rhizomorphs,fibrous,smooth,white,cinnamon,universal,yellow,two,large,white,white,abundant,leaves,medium,low,medium,low,0
conical,medium,fibrous,white,no,creosote,free,crowded,narrow,green,enlarging,equal,scaly,fibrous,brown,yellow,universal,yellow,one,zone,purple,cinnamon,numerous,meadows,high,high,medium,low,1
knobbed,medium,smooth,brown,no,musty,free,distant,narrow,gray,enlarging,equal,smooth,smooth,white,pink,universal,brown,one,zone,purple,white,clustered,woods,low,medium,medium,high,0
conical,small,grooves,gray,bruises,musty,attached,distant,broad,chocolate,tapering,missing,smooth,fibrous,red,brown,partial,orange,none,pendant,white,green,clustered,leaves,low,low,medium,high,3
sunken,large,grooves,brown,bruises,anise,free,distant,narrow,gray,enlarging,equal,fibrous,smooth,red,yellow,universal,yellow,one,flaring,chocolate,white,abundant,meadows,medium,medium,low,low,0
flat,small,grooves,cinnamon,no,foul,descending,distant,narrow,red,tapering,bulbous,scaly,scaly,gray,yellow,universal,white,one,none,green,purple,abundant,grasses,high,low,high,high,0
flat,large,fibrous,red,no,creosote,free,crowded,broad,pink,tapering,bulbous,smooth,scaly,yellow,pink,universal,brown,two,large,green,yellow,several,meadows,low,medium,medium,low,1
conical,small,fibrous,white,no,almond,notched,close,narrow,orange,enlarging,rhizomorphs,fibrous,smooth,orange,cinnamon,universal,white,two,none,buff,purple,clustered,paths,high,high,high,medium,1
knobbed,large,scaly,green,no,pungent,descending,crowded,broad,yellow,enlarging,missing,scaly,fibrous,pink,cinnamon,universal,orange,two,none,buff,red,clustered,woods,medium,medium,medium,low,3
flat,large,smooth,brown,bruises,fishy,notched,crowded,narrow,buff,enlarging,rooted,silky,fibrous,cinnamon,brown,partial,yellow,two,pendant,yellow,cinnamon,solitary,woods,low,medium,high,high,2
convex,small,fibrous,cinnamon,no,spicy,descending,crowded,broad,brown,enlarging,bulbous,fibrous,scaly,cinnamon,buff,universal,yellow,none,sheathing,brown,white,numerous,meadows,high,medium,low,medium,2
conical,large,fibrous,purple,no,pungent,notched,distant,narrow,chocolate,enlarging,cup,smooth,fibrous,pink,orange,partial,brown,two,sheathing,black,pink,solitary,leaves,low,low,medium,medium,3
sunken,medium,grooves,brown,bruises,foul,attached,distant,broad,orange,tapering,bulbous,silky,silky,yellow,white,partial,yellow,two,large,brown,buff,several,urban,medium,high,medium,low,0
sunken,small,fibrous,cinnamon,bruises,spicy,free,distant,narrow,green,tapering,missing,smooth,scaly,brown,brown,universal,yellow,one,zone,yellow,green,solitary,grasses,low,high,low,low,1
flat,small,fibrous,brown,bruises,none,notched,distant,narrow,buff,enlarging,bulbous,silky,scaly,buff,red,universal,yellow,one,large,white,yellow,several,urban,medium,low,medium,medium,1
